notes, tabs
G0,E3
D1,D0
G0,E3
A+2,g3
G0,E3
A1;C2,E5;g5
A1,E5
D1,D0
A1,E5
C2;D1,g5;D0
A1,E5
D1;A+1;D2,D0;E6;g7
A+1,E6
D1,D0
A+1,E6
D2,g7
A+1,E6
D1;A1;C2,D0;E5;g5
A1,E5
D1,D0
A1,E5
C2;D1,g5;D0
A1,E5
D1;A+1;D2,D0;E6;g7
A+1,E6
D1,D0
A+1,E6
D2,g7
A+1,E6
D2;B1,g7;E7
B1,E7
D1,D0
B1,E7
D2;D1,g7;D0
B1,E7
C1;D+2,A3;b4
C1,A3
G1,g0
C1,A3
G1;D+2,g0;b4
C1,A3
C1;D2,A3;b3
C1,A3
G1,g0
C1,A3
G1;D2,g0;b3
C1,A3
C1;D+2;G1,A3;b4;g0
C1,A3
G1,g0
C1,A3
G1;D+2,g0;b4
C1,A3
G1;D2;C1,g0;b3;A3
C1,A3
G1,g0
C1,A3
G1;D2,g0;b3
C1,A3
F+0;D2,E2;b3
F+0,E2
A2,g2
F+0,E2
A2;D2,g2;b3
F+0,E2
G0;C2,E3;b1
G0,E3
A+2,g3
G0,E3
A2,g2
C+2;A1,b2;A0
A1,A0
G1,g0
A1,A0
C+2;G1,b2;g0
D1,D0
D1,D0
A2,g2
C2,b1
D1,D0
D2;G2;A+2;G0;D1;G1,b3;e3;g3;E3;A5;D5
END, END
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
B3,e7
E0;B3,E0;e7
B2,B0
G1,G0
B3,e7
E2,e0
B2,B0
G1,G0
B2;E0,B0;E0
G1,G0
B2;B3,B0;e7
B2;C3,B0;e8
B3,e7
C3,e8
A3,e5
B2;B3,B0;e7
A3,e5
E2,e0
A1;E2,A0;B5
C2,G5
E2,B5
F+2,e2
E2,e0
E2,B5
C2,G5
A1,A0
C2,G5
E2,B5
E2,e0
C2;E2;A1;E2,G5;e0;A0;B5
E2;E2;B1;C2,B5;e0;A2;G5
C1;E2;E2;C2,A3;e0;B5;G5
C1,A3
C2,G5
E2,B5
C2,G5
G2,e3
E2,e0
E2,B5
C2,G5
C2;E2;E2;C1,G5;e0;B5;A3
D2;E2;D1;F+2,G7;e0;A5;B7
D1,A5
D2,G7
F+2,B7
D2,G7
E2,e0
A3,e5
E2,e0
F+2,B7
B2,B0
B2,B0
E2,B5
E0,E0
G2,G12
B3,B12
E3,e12
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
E1,A7
B2,D9
E2,G9
G2;B3,B8;e7
D1,A5
A2,D7
F+2;D2,B7;G7
C1,A3
G1,D5
E2;C2,B5;G5
E0,E0
E1,A7
B2,D9
E2,G9
G2;B3,B8;e7
D1,A5
A2,D7
F+2;D2,B7;G7
C1,A3
G1,D5
E2;C2,B5;G5
E0,E0
E1,A7
B3,e7
E2,G9
G2;B3,B8;e7
D1,A5
A3,e5
F+2,B7
D2,G7
C1,A3
G2,e3
E2,B5
C2,G5
G0,E3
G2,e3
D2,B3
B2,G4
B1,A2
F+2,e2
D+2,B4
B2,G4
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
G2,e3
G1,G0
E2,e0
B2,B0
A2;F+2;D1;D2,G2;e2;D0;B3
A2;F+2;D1;D2,G2;e2;D0;B3
D2;F+2;D1;A2,B3;e2;D0;G2
D1;F+2;D2;A2,D0;e2;B3;G2
D1;G2;A2;D2,D0;e3;G2;B3
G1;E2;C1;E1;D2,G0;e0;A3;D2;B3
D2;E2;C1;G1;E1,B3;e0;A3;G0;D2
G1;E2;D2;C1;E1,G0;e0;B3;A3;D2
G0,E3
F+0,E2
E0,E0
G1,G0
B2,B0
G2,e3
G1,G0
E2,e0
B2,B0
D1;F+2;D2;A2,D0;e2;B3;G2
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;G2;D1;A2,B3;e3;D0;G2
C1;E2;D2;E1;G1,A3;e0;B3;D2;G0
C1;E2;G1;D2;E1,A3;e0;G0;B3;D2
G1;E2;C1;E1;D2,G0;e0;A3;D2;B3
E0,E0
F+0,E2
G0,E3
G1,G0
D2;G2,B3;e3
A2;F+2;B2;B1;D+1,G2;e2;B0;A2;D1
B1,A2
D+1,D1
F+2,e2
B2,B0
G1;E2;C1;C2;E1,G0;e0;A3;B1;D2
C+2;E2;A1;E1;A2,B2;e0;A0;D2;G2
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;F+2;D1;A2,B3;e2;D0;G2
D1;G2;D2;A2,D0;e3;B3;G2
D1;F+2;A2;D2,D0;e2;G2;B3
D2;E2;A2;D1,B3;e0;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
G1;E2;C2;E1;C1,G0;e0;B1;D2;A3
A1;E2;E1;C+2;A2,A0;e0;D2;B2;G2
D1;F+2;D2;A2,D0;e2;B3;G2
D1;F+2;A2;D2,D0;e2;G2;B3
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;G2;D1;D2,G2;e3;D0;B3
D2;F+2;D1;A2,B3;e2;D0;G2
D1;E2;D2;A2,D0;e0;B3;G2
D1;F+2;A2;D2,D0;e2;G2;B3
G1;E2;E1;C1;C2,G0;e0;D2;A3;B1
C+2;E2;E1;A2;A1,B2;e0;D2;G2;A0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;F+2;D1;A2,B3;e2;D0;G2
D1;F+2;D2;A2,D0;e2;B3;G2
D1;F+2;A2;D2,D0;e2;G2;B3
B1;E2;G1;E0;B2;E1,A2;e0;G0;E0;B0;D2
E3,e12
B3,B12
F+3,e14
B3,B12
G3,e15
B3,B12
A4,e17
B3,B12
C3,e8
E2,B5
C2,G5
C3,e8
E2,B5
C2,G5
A1,A0
C2,G5
E2,B5
C3,e8
E2,B5
C2,G5
E2,e0
C2,B1
A2,G2
E2,e0
C2,B1
E2,e0
F+2,e2
D2,B3
A2,G2
E2,e0
D2,B3
B3;E2,B12;e0
B3;E2,B12;e0
B3;E2,B12;e0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E3,e12
B3,B12
F+3,e14
B3,B12
G3,e15
B3,B12
A4,e17
B3,B12
C3,e8
E2,B5
C2,G5
C3,e8
C2,G5
E2,B5
C2,G5
C3,e8
E2,B5
C2,G5
C3,e8
E2,B5
C2,G5
E2,e0
C2,B1
A2,G2
E2,e0
C2,B1
E2,e0
F+2,e2
D2,B3
A2,G2
E2,e0
D2,B3
B3;E2,B12;e0
B3;E2,B12;e0
B3;E2,B12;e0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
G0,E3
F+0,E2
D2,B3
E2,B5
G2,e3
E2,B5
G2,e3
A3,e5
A3,e5
B3,e7
A3,e5
A3,e5
E2,B5
G2,e3
A3,e5
D3,e10
B3,e7
A+3,e6
C3,e8
A+3,e6
D3,e10
A+3,e6
C3,e8
A+3,e6
D3,e10
A+3,e6
C3,e8
A+3,e6
D3,e10
A+3,e6
C3,e8
A+3,e6
D3,e10
A+3,e6
C3,e8
A+3,e6
G2,e3
E2,e0
E0,E0
G1,G0
B2,B0
G2,e3
G1,G0
E2,e0
B2,B0
A2;F+2;D2;D1,G2;e2;B3;D0
D2;F+2;A2;D1,B3;e2;G2;D0
A2;F+2;D2;D1,G2;e2;B3;D0
A2;F+2;D1;D2,G2;e2;D0;B3
D2;G2;D1;A2,B3;e3;D0;G2
G1;E2;C1;D2;E1,G0;e0;A3;B3;D2
E1;E2;C1;G1;D2,D2;e0;A3;G0;B3
D2;E2;G1;C1;E1,B3;e0;G0;A3;D2
G0,E3
F+0,E2
E0,E0
G1,G0
B2,B0
G2,e3
G1,G0
E2,e0
B2,B0
D2;F+2;A2;D1,B3;e2;G2;D0
D1;F+2;D2;A2,D0;e2;B3;G2
D1;F+2;A2;D2,D0;e2;G2;B3
D2;F+2;A2;D1,B3;e2;G2;D0
A2;G2;D2;D1,G2;e3;B3;D0
D2;E2;C1;E1;G1,B3;e0;A3;D2;G0
C1;E2;D2;G1;E1,A3;e0;B3;G0;D2
G1;E2;C1;D2;E1,G0;e0;A3;B3;D2
E0,E0
F+0,E2
G0,E3
G1,G0
D2;G2,B3;e3
B2;F+2;A2;B1;D+1,B0;e2;G2;A2;D1
B1,A2
D+1,D1
F+2,e2
B2,B0
D3;A3,B15;G14
B3,G16
D3;A3,B15;G14
B3,G16
A3,G14
G2,G12
A3,G14
G2,G12
F+2,G11
G2,G12
F+2,G11
E2,D14
F+2,G11
D2,D12
E2,D14
G2,G12
A3,G14
G2,G12
A3,G14
B3;B3,G16;B12
E3,e12
A3,G14
B3;B3,G16;B12
E3,e12
D3,B15
C+3,B14
B3,B12
D3,B15
E3,B17
D3,B15
D3,B15
D3,B15
G3,e15
A4,e17
G3,e15
F+3,e14
G3,e15
B3,B12
G3,e15
F+3,e14
B3,B12
F+3,e14
G3,e15
F+3,e14
E3,e12
D3,B15
C+3,B14
B3,B12
G2,G12
A3,G14
G2,G12
A3,G14
B3,G16
A3,G14
G2,G12
E2,D14
G2,G12
A3,G14
B3;B3,G16;B12
E3,e12
B3,B12
D3,B15
E3,B17
D3,B15
B3,B12
D3,B15
E3,B17
D3,B15
B3,B12
D3,B15
B3,B12
F+2,B7
E2,B5
F+2,B7
E2,B5
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2,B0
E2,e0
B2,B0
B3,e7
E0;B3,E0;e7
G1,G0
B2,B0
B3,e7
E2,e0
B2,B0
G1,G0
E0,E0
G1,G0
B2;B3,B0;e7
B2;C3,B0;e8
B3,e7
C3,e8
A3,e5
B2;B3,B0;e7
A3,e5
E2,e0
E2,e0
E0;E2,E0;e0
END, END
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
G+0;E2;B2,E4;B5;G4
G+0,E4
B2;E2,G4;B5
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
A2;C+2;E0,G2;B2;E0
E0,E0
A2;C+2,G2;B2
E0,E0
F+0;D2;A2,E2;B3;G2
F+0,E2
A2;D2,G2;B3
F+0,E2
E0;D2;A2,E0;B3;G2
E0,E0
E0;D2;G+1,E0;B3;G1
A2;C+2;A1,G2;B2;A0
A1,A0
A2;C+2,G2;B2
A1,A0
A1;C+2;A2,A0;B2;G2
A1,A0
A2;C+2,G2;B2
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
G+0;E2;B2,E4;B5;G4
G+0,E4
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
F+0,E2
A2;C+2;E0,G2;B2;E0
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
F+0;D2;A2,E2;B3;G2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
G+1;B2,G1;B0
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
E0,E0
A1;C+2,A0;B2
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
B2;E2;G+0,G4;B5;E4
G+0,E4
B2;E2,G4;B5
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
G+1;B2,G1;B0
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
E0,E0
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
F+0,E2
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
E0,E0
G+1;C+2;F0,G1;B2;E1
F0,E1
G+1;C+2,G1;B2
F0,E1
F0;C+2;G+1,E1;B2;G1
F0,E1
G+1;C+2,G1;B2
F0,E1
E0;C+2;G1,E0;B2;G0
E0,E0
G1;C+2,G0;B2
E0,E0
G1;C+2;E0,G0;B2;E0
E0,E0
G1;C+2,G0;B2
E0,E0
F+0;E1;A+2,E2;D2;G3
A+2;E1;F+0,G3;D2;E2
F+0;B2;E1,E2;G4;D2
C+2,B2
B1;D2;A2,A2;B3;G2
B1,A2
A2;D2,G2;B3
B1,A2
B1;D2;A2,A2;B3;G2
B1,A2
A2;D2,G2;B3
E0,E0
A2;D2;E0,G2;B3;E0
A2;D2;E0,G2;B3;E0
E0,E0
A2;D2,G2;B3
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
G+0;E2;B2,E4;B5;G4
G+0,E4
B2;E2,G4;B5
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
A2;D2;E0,G2;B3;E0
E0,E0
G+1;D2,G1;B3
E0,E0
A1;C+2;A2,A0;B2;G2
A1,A0
A2;C+2,G2;B2
A1,A0
A2;C+2;A1,G2;B2;A0
A1,A0
A1;C+2;A2,A0;B2;G2
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
B2;E2;G+0,G4;B5;E4
G+0,E4
B2;E2,G4;B5
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
G+1;B2,G1;B0
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
E0,E0
A1;C+2,A0;B2
A2,G2
A1;C+2,A0;B2
D2,B3
C+2,B2
A2,G2
B2;E2;G+0,G4;B5;E4
G+0,E4
B2;E2,G4;B5
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
G+1;B2,G1;B0
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
E0,E0
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
F+0,E2
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
E0,E0
G+1;C+2;F0,G1;B2;E1
F0,E1
G+1;C+2,G1;B2
F0,E1
F0;C+2;G+1,E1;B2;G1
F0,E1
G+1;C+2,G1;B2
F0,E1
E0;C+2;G1,E0;B2;G0
E0,E0
G1;C+2,G0;B2
E0,E0
G1;C+2;E0,G0;B2;E0
E0,E0
G1;C+2,G0;B2
E0,E0
A+2;E1;F+0,G3;D2;E2
A+2;F+0;E1,G3;E2;D2
F+0;B2;E1,E2;G4;D2
C+2,B2
B1;D2;A2,A2;B3;G2
B1,A2
A2;D2,G2;B3
B1,A2
B1;D2;A2,A2;B3;G2
B1,A2
A2;D2,G2;B3
E0,E0
A2;D2;E0,G2;B3;E0
A2;D2;E0,G2;B3;E0
E0,E0
A2;D2,G2;B3
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
G+0;E2;B2,E4;B5;G4
G+0,E4
B2;E2,G4;B5
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
A2;D2;E0,G2;B3;E0
E0,E0
G+1;D2,G1;B3
E0,E0
A1;C+2;A2,A0;B2;G2
A1,A0
A2;C+2,G2;B2
A1,A0
A1;C+2;A2,A0;B2;G2
A1,A0
A1;C+2;A2,A0;B2;G2
A1,A0
B1,A2
C1,A3
G1,G0
C2,B1
G1,G0
B1,A2
G1;D2,G0;B3
B1,A2
A1;C2;A2,A0;B1;G2
E1,D2
A2;C2,G2;B1
A1,A0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
G1;D2;G0,G0;B3;E3
G0,E3
G1;D2,G0;B3
G0,E3
F+0;D2;A2,E2;B3;G2
F+0,E2
A2;D2,G2;B3
F+0,E2
E0;D2;G1,E0;B3;G0
E0,E0
G1;D2,G0;B3
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
G1;D2;G0,G0;B3;E3
G0,E3
C1,A3
G1,G0
C2,B1
G1,G0
B1,A2
G1;D2,G0;B3
B1,A2
A2;C2;A1,G2;B1;A0
E1,D2
A2;C2,G2;B1
A1,A0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
G0;D2;G1,E3;B3;G0
G0,E3
G1;D2,G0;B3
G0,E3
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
E0,E0
A1;C+2,A0;B2
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
G+0;E2;B2,E4;B5;G4
G+0,E4
B2;E2,G4;B5
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
E2,e0
E0;C+2;A2,E0;B2;G2
E0,E0
C+2,B2
D2,B3
C+2,B2
A2,G2
G+1;B2,G1;B0
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
E0,E0
A1;C+2,A0;B2
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
G+0;E2;B2,E4;B5;G4
G+0,E4
B2;E2,G4;B5
F+0;C+2;A2,E2;B2;G2
F+0,E2
C+2;A2,B2;G2
F+0,E2
A2;C+2;E0,G2;B2;E0
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
A2;C+2,G2;B2
E0,E0
A2;C+2,G2;B2
G+1;B2,G1;B0
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
E0,E0
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
A2;C+2,G2;B2
F+0,E2
A2;C+2,G2;B2
F+0,E2
G+1;C+2;F0,G1;B2;E1
F0,E1
G+1;C+2,G1;B2
F0,E1
G+1;C+2,G1;B2
F0,E1
G+1;C+2,G1;B2
F0,E1
E0;C+2;G1,E0;B2;G0
E0,E0
G1;C+2,G0;B2
E0,E0
G1;C+2,G0;B2
E0,E0
G1;C+2,G0;B2
E0,E0
F+0;E1;A+2,E2;D2;G3
A+2;E1;F+0,G3;D2;E2
B2;E1;F+0,G4;D2;E2
C+2,B2
A2;D2;B1,G2;B3;A2
B1,A2
A2;D2,G2;B3
B1,A2
A2;D2;B1,G2;B3;A2
B1,A2
A2;D2,G2;B3
E0,E0
E0;D2;A2,E0;B3;G2
E0;D2;A2,E0;B3;G2
E0,E0
A2;D2,G2;B3
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
G+0;E2;B2,E4;B5;G4
G+0,E4
B2;E2,G4;B5
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;A2;C+2,E0;G2;B2
E0,E0
A2;C+2,G2;B2
E0,E0
F+0;D2;A2,E2;B3;G2
F+0,E2
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2;E0,G2;B3;E0
E0,E0
E0;D2;G+1,E0;B3;G1
E0,E0
A1;C+2;A2,A0;B2;G2
A1,A0
A2;C+2,G2;B2
A1,A0
A2;C+2;A1,G2;B2;A0
A1,A0
A2;C+2,G2;B2
A1,A0
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
B2;E2;G+0,G4;B5;E4
G+0,E4
B2;E2,G4;B5
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;F+0,G2;B3;E2
F+0,E2
A2;D2,G2;B3
F+0,E2
A2;C+2;E0,G2;B2;E0
E0,E0
A2;C+2,G2;B2
E0,E0
G+1;B2,G1;B0
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
A1;C+2;A2,A0;B2;G2
E0,E0
A2;C+2;A1,G2;B2;A0
B2;E2;G+0,G4;B5;E4
G+0,E4
B2;E2,G4;B5
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
A2;C+2;E0,G2;B2;E0
E0,E0
A2;C+2,G2;B2
E0,E0
F+0;D2;A2,E2;B3;G2
F+0,E2
A2;D2,G2;B3
F+0,E2
A2;C+2;E0,G2;B2;E0
E0,E0
A2;C+2,G2;B2
E0,E0
G+1;B2,G1;B0
E0,E0
G+1;B2,G1;B0
E0,E0
A2;C+2,G2;B2
E0,E0
B2;D2,G4;B3
E0,E0
A2;C+2;F+0,G2;B2;E2
F+0,E2
A2;C+2,G2;B2
F+0,E2
A2;C+2,G2;B2
F+0,E2
A2;C+2,G2;B2
F+0,E2
G+1;C+2;F0,G1;B2;E1
F0,E1
G+1;C+2,G1;B2
F0,E1
G+1;C+2,G1;B2
F0,E1
G+1;C+2,G1;B2
F0,E1
E0;C+2;G1,E0;B2;G0
E0,E0
G1;C+2,G0;B2
E0,E0
G1;C+2,G0;B2
E0,E0
G1;C+2,G0;B2
E0,E0
E1;F+0;A+2,D2;E2;G3
E1;A+2;F+0,D2;G3;E2
F+0;B2;E1,E2;G4;D2
C+2,B2
B1;D2;A2,A2;B3;G2
B1,A2
A2;D2,G2;B3
B1,A2
B1;D2;A2,A2;B3;G2
B1,A2
A2;D2,G2;B3
E0,E0
A2;D2;E0,G2;B3;E0
E0;D2;A2,E0;B3;G2
E0,E0
A2;D2,G2;B3
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
B2;E2;G+0,G4;B5;E4
G+0,E4
B2;E2,G4;B5
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
F+0,E2
E0;C+2;A2,E0;B2;G2
E0,E0
A2;C+2,G2;B2
E0,E0
A2;D2;B1,G2;B3;A2
B1,A2
A2;D2,G2;B3
B1,A2
B1;D2;A2,A2;B3;G2
B1,A2
A2;D2,G2;B3
E0,E0
A2;D2;E0,G2;B3;E0
E0;D2;A2,E0;B3;G2
E0,E0
A2;D2,G2;B3
E0,E0
F+0,E2
A1,A0
A2,G2
C+2,B2
D2,B3
C+2,B2
A2,G2
B2;E2;G+0,G4;B5;E4
G+0,E4
B2;E2,G4;B5
F+0;C+2;A2,E2;B2;G2
F+0,E2
A2;C+2,G2;B2
F+0,E2
A2;C+2;E0,G2;B2;E0
E0,E0
A2;C+2,G2;B2
E0,E0
F+0;D2;A2,E2;B3;G2
F+0,E2
A2;D2,G2;B3
F+0,E2
E0;D2;A2,E0;B3;G2
E0,E0
D2;G+1,B3;G1
A1,A0
E1,D2
A2,G2
C+2,B2
D2,B3
C+2,B2
D2,B3
C+2,B2
B2,G4
A2,G2
C+2,G6
E2,B5
E2;A3;A1,B5;e5;A0
END, END
D1;D2,A5;B3
F+1,D4
A2,G2
F+1,D4
D2,B3
A2,G2
C+1,A4
B1,A2
A1,E5
G+0,E4
F+0;C+2,E2;B2
C+1,A4
F+1,D4
C+1,A4
A+2,G3
F+1,D4
F+1,D4
E1,D2
D1,A5
B1,A2
C+1;D2,A4;B3
D1,A5
F+1,D4
D1,A5
A2,G2
F+1,D4
D2,B3
E2,B5
D2,B3
A2,G2
D1;F+1,A5;D4
E1;G+1,A7;D6
G+1;E1,D6;A7
F+0,E2
C+1,A4
F+1,D4
C+1,A4
A+2,G3
F+1,D4
F+1,D4
E1,D2
D1,A5
B1,A2
C+1;D2,A4;B3
D1,A5
F+1,D4
D1,A5
A2,G2
F+1,D4
D2,B3
A2,G2
C+1,A4
B1,A2
A1,E5
G+0,E4
F+0;C+2,E2;B2
C+1,A4
F+1,D4
C+1,A4
A+2,G3
F+1,D4
F+1,D4
E1,D2
D1,A5
B1,A2
C+1;D2,A4;B3
D1,A5
F+1,D4
D1,A5
A2,G2
F+1,D4
D2,B3
E2,B5
D2,B3
A2,G2
D1;F+1,A5;D4
E1;G+1,A7;D6
G+1;E1,D6;A7
F+0,E2
C+1,A4
F+1,D4
C+1,A4
A+2,G3
F+1,D4
C+1,A4
A+2,G3
F+1,D4
C+1,A4
E1,A7
E2;G+2;E1;B2,G9;B9;A7;D9
F+1;F+2;D+2;B2,A9;B7;G8;D9
F+1;B2,A9;D9
G+1;C+2,A11;D11
B2;G+2;E2,D9;B9;G9
B2;D+2;G+1;D+1,G4;B4;D6;A6
A2;E2;C+2;E1,D7;B5;G6;A7
B2;G+2;E1;E2,D9;B9;A7;G9
D+2;F+2;F+1;B2,G8;B7;A9;D9
G+1;G+2;E2;C+2,A11;B9;G9;D11
E1;E2;A2;C+2,A7;B5;D7;G6
E2;G+2;B2;E1,G9;B9;D9;A7
B2;F+2;D+2;F+1,D9;B7;G8;A9
C+2;G+2;G+1;E2,D11;B9;A11;G9
B2;D+2;D+1;G+1,G4;B4;A6;D6
E1;E2;C+2;A2,A7;B5;G6;D7
E1;G+2;B2;E2,A7;B9;D9;G9
D+2;F+2;B2;F+1,G8;B7;D9;A9
C+2;G+2;E2;G+1,D11;B9;G9;A11
A2;E2;E1;C+2,D7;B5;A7;G6
D+2;G+2;E1;B2,G8;B9;A7;D9
E1;G+2;E2;B2,A7;B9;G9;D9
E1;G+2;B2;E2,A7;B9;D9;G9
D+2;F+2;B2;F+1,G8;B7;D9;A9
D+2;F+2,G8;B7
F+1,A9
D+2;F+2,G8;B7
E2,G9
D+2,G8
B2,D9
D+2,G8
B2;F+1,D9;A9
G+1;C+2,A11;D11
B2;G+2;E2,D9;B9;G9
G+1;C+2,A11;D11
E2;G+2;B2,G9;B9;D9
G+1;D+2;D+1;B2,D6;B4;A6;G4
C+2;E2;E1;A2,G6;B5;A7;D7
A3,e5
B3,e7
